name,Mhy500,Mhy500-,Mhy500+,Mg500,Mg500-,Mg500+,Mhy2500,Mhy2500-,Mhy2500+,Mg2500,Mg2500-,Mg2500+,Mhy500_wraderr,Mhy500_wraderr-,Mhy500_wraderr+,Mg500_wraderr,Mg500_wraderr-,Mg500_wraderr+,Mhy2500_wraderr,Mhy2500_wraderr-,Mhy2500_wraderr+,Mg2500_wraderr,Mg2500_wraderr-,Mg2500_wraderr+
SDSSXCS-2346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-586,1.2989977230556768,0.38203653590925196,0.4024661634209538,0.18665051807486127,0.0023857630991367972,0.0024110700551496877,0.2501835996637019,0.143858006787567,0.15366399043917026,0.03812978601419946,0.0005791653385589893,0.0006186827474815724,1.301677263276098,0.40123777681456163,0.4195529921812041,0.18644879827971902,0.016974636706228636,0.015912277782580433,0.25034638986970537,0.14994531011774306,0.15247221467592814,0.038228444286417376,0.006378665101172247,0.006703062855681954
SDSSXCS-11331,2.4826170529766753,0.1857887445419591,0.1922343063007372,0.2794342423887872,0.0007442251904707033,0.0007580001126672267,0.7643246188334173,0.04057170044845876,0.04829955088630782,0.11336429541509342,0.0002366623974183399,0.00023887182811251957,2.4827128061864756,0.19206863585291503,0.1968354910359588,0.2794391772899982,0.0047772091679148055,0.004760146767634298,0.7643334742029673,0.04035134716424188,0.048780419671626885,0.11337804676477482,0.00209174577207918,0.002063181762656602
SDSSXCS-28849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-31144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-239,6.507742185730206,2.0292434841629667,1.6840291142945316,0.4942285225683269,0.007800447879128048,0.012289181260051095,1.973064758850879,0.1773075246731369,0.20276236045661786,0.18829763207146186,0.000645683632363086,0.000944905028796758,6.512422018998819,2.0258885322659603,1.6841821542055502,0.4941397128088721,0.010613668031265549,0.013955535651694377,1.973264885137024,0.17638680037842097,0.20199309793762127,0.18851155208541565,0.0041037475673216415,0.004200199923744649
SDSSXCS-395,3.6959995215439756,0.2617701377495769,0.26265555763673815,0.4390966865648186,0.0010783667957403127,0.0010468275474731252,1.7330230898719885,0.1577539569681294,0.18541893877963816,0.13873522242247058,0.0003551342849874219,0.0003639396078239454,3.699733814000497,0.2797964599318844,0.2811148580664732,0.4390194568702066,0.011123283720893596,0.010907263509154065,1.7322552640603297,0.1591211746464847,0.18894553146941565,0.13876132451334894,0.0048726834301878715,0.0048921936636537895
SDSSXCS-944,5.459301333583727,0.8075720685978007,0.8153337195911976,0.18002982725464994,0.0010243996256645313,0.001017278165218633,0.7475530850441051,0.1484989905404845,0.1409888442851966,0.05500414188139857,0.00020389770818923832,0.00020208478701072268,5.45304141550212,0.8078659322440627,0.8264195003719563,0.18001570854851714,0.0037776411980366804,0.0035690455301719535,0.7481963522487219,0.15009770021836236,0.14127946657974394,0.05503192880785122,0.002815413242517159,0.002768006454739483
SDSSXCS-593,2.4982631532919966,0.20694321968447596,0.21939957195801066,0.1713793574016446,0.0007276719042443751,0.0007366934007935743,0.665145747085852,0.06097106370890696,0.056298176305323605,0.05422200358501436,0.00021135810290689457,0.0002046455667528516,2.498323709665142,0.21080592733455503,0.22098653910001034,0.17145541983331924,0.004065870172608809,0.0038640125856165826,0.6651301223316134,0.060954053020834544,0.05647944714674704,0.054188714208176454,0.001805372508432139,0.0019155785272516703
SDSSXCS-35404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-7190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-7783,3.015073948227044,0.23509692916783692,0.24005501965873255,0.2875404255113837,0.0008720430379234376,0.000881444249828672,1.3124337964236374,0.09886652469501064,0.11126698652828892,0.11551850143788685,0.00022031292158794925,0.0002097529045448633,3.0176260673711592,0.25748035175471257,0.26166295889072505,0.28753942903518925,0.004348136999765899,0.004088201783582266,1.3119871273175239,0.09849159682612721,0.11164366222118033,0.11558615687064314,0.002197745009400293,0.00211719259698336
SDSSXCS-5743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-1131,1.415107959079044,1.03181971276389,2.6521567770012506,0.200737605921657,0.005728357494179259,0.005724483439745353,1.1421970917590811,0.3622840689091485,0.36301008014898883,0.09022587688512232,0.0014253662315145315,0.0014354469318199417,1.4856886486964505,1.1157763830317204,2.747307542471669,0.19962657100605116,0.01482986526023969,0.012718810983239416,1.1442953307124293,0.3666002336522599,0.3717188405316685,0.09014925662443479,0.009429003154842365,0.009494491362778868
SDSSXCS-29799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-852,6.006950105711721,1.2297222530521146,1.1405282208346352,0.3700718165006969,0.0009517346479964064,0.0009507336672069533,nan,nan,nan,nan,nan,nan,6.00745928271068,1.2391669182444003,1.1392728185344638,0.37008288865253763,0.007313856093259141,0.006987196186637423,nan,nan,nan,nan,nan,nan
SDSSXCS-5830,0.8335994472624134,0.15162971167919362,0.15747267232431142,0.0718383768663011,0.0009145243496920021,0.0008993395290437013,0.4825699407148124,0.14372951670587683,0.1560731126666784,0.019876318261688505,0.0002374880296746265,0.00022864865839443852,0.8343527240134889,0.1929622910940452,0.2152614658452555,0.07196983668185541,0.00864970003268133,0.008707347255748009,0.4808100840574033,0.14354078882185695,0.16076878066235728,0.019898530394332644,0.0017544942505695901,0.001782770814799319
SDSSXCS-5977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-16227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-2984,2.462010957834304,0.5634696876478589,0.5815361520219907,0.16671532059676547,0.0009509068108851759,0.0009130457928857423,nan,nan,nan,nan,nan,nan,2.4877107206304334,0.616237069556821,0.5886900124126223,0.16688388577452345,0.018459376007322014,0.015765043247274846,nan,nan,nan,nan,nan,nan
SDSSXCS-6955,0.5701531729835514,0.10289526122099744,0.1255174020242965,0.1154914984286122,0.0027042604219625786,0.0027484559047968754,0.5225582143870936,0.12646956708743798,0.14250496064824558,0.04263095908800792,0.0006029146709567286,0.0005921951601386964,0.5851027078365226,0.15734774522588674,0.17726460548247158,0.11529862460660491,0.009541581079494649,0.008887776851800352,0.5200651730925079,0.1281929681285276,0.15593727976527777,0.0425570477926528,0.00475335336087087,0.005075837575107784
SDSSXCS-64824,1.3990334221694782,0.3436334070140433,0.3550126178828232,0.08904944644138335,0.0012253273076135646,0.0012476928311359768,0.4108121978647007,0.13050673820843278,0.31737191335089443,0.025179086835179623,0.0005623203326843702,0.0007202480034374611,1.402438092348639,0.35795512399020646,0.36565342212868446,0.08913629028826064,0.004624282470503116,0.004429237942099083,0.4095223572013941,0.12924679899731967,0.3167210801559871,0.02523326783894776,0.0018472304090123245,0.0019197755758860794
SDSSXCS-8366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-120,4.477275046268487,0.38250750166462505,0.4076849569660963,0.3551553212553371,0.0009984641307539063,0.000994512484313672,nan,nan,nan,nan,nan,nan,4.47862996328708,0.39333526575778943,0.41233350187836193,0.35502955290263755,0.004948930919469845,0.0050504115625096884,nan,nan,nan,nan,nan,nan
SDSSXCS-572,4.2830054479473745,0.41034124058478133,0.43237750450593443,0.31821939549454464,0.0007926457393807033,0.000801911838615586,1.4179984971975734,0.07332089864277579,0.07862173247682783,0.13680982564360838,0.00017408662577505862,0.00017830168797011722,4.285019623541698,0.4205626785129669,0.43828748141866697,0.3181910819035435,0.0034280048974081254,0.0033960164358112113,1.4179565771956524,0.07326162060285611,0.0787809243082547,0.1368222920811633,0.002069951608579024,0.0020325240500495513
SDSSXCS-226,9.45064666055345,1.4267480630440077,1.4885593433583402,0.6044576884923991,0.0038457120500668754,0.003993420088752422,3.045659523041304,0.21799902314671254,0.22890412937681254,0.279166159127868,0.0007098810327296485,0.0006973932990459767,9.438892782071372,1.4332330597805103,1.5191732710059878,0.6043905512981133,0.00696357711037211,0.006774267341926485,3.046541480313947,0.2185099130229344,0.22900902925799255,0.2792127869360648,0.00732176786474086,0.007349234871107697
SDSSXCS-22,0.8750739489567104,0.05387130522232798,0.05268327946620298,0.5218360501164186,0.0012185124364747658,0.0011819800251019533,2.481452543159428,0.10801024711381502,0.09864991228854032,0.24711299520378957,0.0002388890426852344,0.00023613653130496098,0.875207137034317,0.08076509966918423,0.08213301684868564,0.5218603824603936,0.0057863377852946105,0.00566488657319047,2.4776726099055155,0.12127939486501502,0.11954930828852157,0.24714533552049497,0.004020362090052579,0.004075164463735157
SDSSXCS-103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-212,3.178107069663697,0.4882163520477579,0.5099748982856064,0.12513050369216427,0.001055242439567461,0.0010320552005536915,0.6033667941894131,0.10637702717800518,0.1315659199370444,0.03705010765242179,0.00020124832550619143,0.00021239356561262698,3.180084590937117,0.4982495355678457,0.5097441480727614,0.12510780655191886,0.003556622391252735,0.0034910635849150786,0.6038213738882213,0.1061756461723486,0.13185504903772735,0.03708470636660457,0.0016732437985240824,0.0016977971867038382
SDSSXCS-19922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-890,6.751184485121683,0.9858933801957489,0.9235547736070127,0.44272307231616664,0.003566318674561954,0.003531210770426485,1.1563871691318877,0.08089046714192955,0.08961044671046799,0.15518493139977746,0.0007566570986505665,0.0007197153484983595,6.751772586610261,0.9896445704516914,0.9225361232869839,0.4424027403665599,0.009641223953338282,0.009701350355849455,1.1572501719611896,0.0812531428593597,0.0897923214679183,0.15516893232951995,0.005625829361640919,0.005649229812743458
SDSSXCS-31,10.335196964267787,1.0103424828019214,1.0332043464370402,1.5527152390173626,0.003274149713822188,0.003415594699832813,3.936847551378458,0.15095246763949877,0.16792149908223314,0.5235071682974073,0.0007884266617859376,0.0008141514720803126,10.3528997369614,1.1038839733132302,1.1253828160621326,1.553869409861821,0.06182025095018095,0.05982869611377314,3.9389797383777814,0.1684560419692144,0.1832513572598194,0.5232344241648029,0.028421335845808207,0.028858473045827428
SDSSXCS-325,2.1324292973549785,0.2348811499982994,0.26506965065440974,0.20136026698180723,0.0016140785829482425,0.0016242237022046097,0.9652356086361736,0.08849136944188236,0.0946114519758358,0.07501503514284892,0.00034866773829383794,0.00037415278971025394,2.138865341987957,0.2545688033619816,0.2748816779985154,0.2010900396461847,0.006969615385933517,0.006898621657434181,0.9651778603478335,0.08892594751709705,0.09745191891056142,0.07505923822116708,0.003977717133456612,0.003926088921894795
SDSSXCS-26424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-5159,7.100722862797071,2.761094585629681,3.1497953200137006,0.01328152098446598,0.0001426211358564258,0.00014789291328307376,1.2465795552883072,0.24569492034754192,0.3040759866181393,0.010707453791295098,7.656083632504273e-05,7.543654023497926e-05,7.115605883488018,2.8139997674939092,3.155678073502097,0.01328013860021337,0.00014204240117448,0.00014897822050574221,1.2458468152888862,0.24551421419986255,0.30457280318253066,0.01070427044234866,0.00021493777474626102,0.00019539020908828982
SDSSXCS-9803,2.7745224301906797,0.4516378280450332,0.38593452994611194,0.35549787225554513,0.0023593802606464848,0.009709517233917267,1.1969939418861768,0.07037374618970876,0.08620326126998813,0.1458049631888347,0.0017530623494275003,0.0008950170717225392,2.7734843678496612,0.45057906112289225,0.3970249740121138,0.3566167200204074,0.0067946496040833994,0.008494158224877502,1.1976277020452775,0.07140234139400502,0.08562028516532173,0.145578381381159,0.002629785921867071,0.002638559009858965
SDSSXCS-1884,2.6123016166989492,0.6402740522308713,0.721909739523152,0.20612886331510114,0.003654398025783321,0.0037177956557669927,0.9102972744498364,0.2728277599124254,0.3484656853441832,0.058297221885650896,0.0009188986302298439,0.0008848580470185939,2.6330344208273915,0.6768931781523342,0.7336173802777889,0.20540089429420127,0.017084431788723792,0.016626746040093753,0.9102561440378095,0.27350894615620097,0.3518809992204643,0.05823903479677803,0.006938766935142071,0.007124548702219181
SDSSXCS-5,3.043742732037728,0.2511130822470463,0.2591776864900944,0.4104534251242396,0.0008344732732779689,0.000894034166446797,1.9760279721131466,0.11090009482578471,0.1845155781653991,0.15985946804523127,0.00017131437228343752,0.00017021739667234378,3.0423040579622818,0.27134441298152034,0.2879219253191613,0.41031190003962137,0.009930476318962813,0.009428789114548987,1.9777242333728524,0.11919073210669565,0.1864915944615072,0.15987945759168398,0.003225903414505274,0.003250491345108848
SDSSXCS-13,6.157768727433563,0.8028145773508326,3.866833166098027,0.9437415119637401,0.0036890675979260944,0.003440089853268594,2.5105321930837903,0.33221092948367503,0.19932511637093567,0.31846052249139434,0.0027521013616726956,0.0012727898593469923,6.197939663085416,0.8574018872050101,3.8244689162045282,0.9430172627632727,0.019039927191210317,0.02000679579246016,2.5043089086997843,0.3244587162130572,0.21030486745668409,0.3180175284791466,0.008186225809948322,0.00799330461381836
SDSSXCS-5225,2.1131005301109385,0.6327240534284888,0.6303454461555107,0.2142309168541008,0.0006474285952231252,0.0006579722629939845,0.4790807299868725,0.04104058056121126,0.06453974500652133,0.0723606601821879,0.00016585969583747073,0.00016520617661982425,2.1132964693573797,0.633998192351277,0.6316046020558336,0.21423962258597182,0.004129359495273907,0.003973932130515391,0.47953375074527654,0.041780128988010395,0.065389804636344,0.07236578592072482,0.0017698514614482132,0.0017686964676092679
SDSSXCS-21,7.578554662655436,0.5671841978506363,0.5806232461938914,0.8901277864377094,0.0007951768537768751,0.0007785153381835939,nan,nan,nan,nan,nan,nan,7.576267396925559,0.5703723460804276,0.5833883454672651,0.8901255086609894,0.02082579836094547,0.019714895313902817,nan,nan,nan,nan,nan,nan
SDSSXCS-23,1.9419770518667325,0.28302589076747225,0.2956322815674338,0.2990326934668212,0.0018573149572919535,0.001855465087669102,0.7594193918963479,0.09350238552163057,0.10388349190170626,0.08807982041452977,0.00037581047182195317,0.00038358871103332036,1.9410594723995733,0.28862777667955036,0.3098138866472616,0.29882683626474676,0.012427828533227658,0.012271561927355549,0.7588238168743058,0.09348954661034532,0.10460572956166002,0.08817063837956851,0.004469159254869112,0.004326300473979415
SDSSXCS-617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-6245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-21847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-22748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-9,2.7811123831163993,0.6183871091665185,0.6334924022793542,0.3012608865746303,0.005764682449915548,0.005741334446942423,1.2995749895371553,0.24631527939880177,0.3185815564387674,0.08987810219261126,0.0013744288780515627,0.0013618667361058791,2.789268243976932,0.6623833977503423,0.6912643084463295,0.30127194023964093,0.022985342868286372,0.022859765709680707,1.2959826846496612,0.24640649235486364,0.3205011599882532,0.0898066207790297,0.007981262749848273,0.008121433022408498
SDSSXCS-8060,7.784529228889289,1.023057855992614,1.1033039265473226,0.03853721231762795,0.0001167630092186426,0.00011325050414026857,1.7276979776685228,0.1540995510243244,0.18063466084775848,0.028197367483111514,6.18764335326709e-05,6.271675938306641e-05,7.7925455998827315,1.0407521931034214,1.1003454030924051,0.03853597164957267,0.0001300079887700635,0.0001228196661641602,1.7272906119588067,0.1542817229604397,0.1796067830726266,0.028193036955059564,0.00039474283985940924,0.00038426120086927743
SDSSXCS-15984,6.387413765273305,0.9841949484154151,0.8399241606126876,0.6343574623455079,0.0013961010931650003,0.0013646868250096096,2.2592572674939997,0.11800013973790315,0.1520449650284669,0.2402335596594137,0.00032890641012179694,0.00032599065014855474,6.379820970029108,0.9844075891027052,0.8494513552618901,0.6341681512029136,0.00924702864804297,0.009033251098396564,2.25848670051187,0.11820159118790595,0.15371067503545002,0.24016718840102563,0.0044030343901552745,0.004212809785876368
SDSSXCS-75,10.092453732686003,5.9340404343182955,5.765886323854122,0.4884564711665635,0.003796117256817813,0.0039540883141967196,2.1922209970593567,0.43160722614019914,0.4533365660161951,0.16288559601115496,0.0006316359071933204,0.0006726299592364845,10.093017662771823,5.917969929341211,5.7753479267175045,0.4884964010320111,0.018378148760406096,0.016511184092246566,2.1900006642505367,0.4419487972539257,0.4549574113041994,0.1627944779418679,0.014213515720438186,0.014714650034186193
SDSSXCS-667,7.845823535556229,0.3845671345019438,0.34900702248705007,0.870749962139513,0.0005605803317482814,0.0005438410070551564,nan,nan,nan,nan,nan,nan,7.848495408040015,0.39410419716187756,0.3674966038135713,0.8709662815447776,0.009558873366016407,0.009244140042582658,nan,nan,nan,nan,nan,nan
SDSSXCS-9258,1.5504928771508755,0.3429375067428305,0.38515991846062597,0.02944502837263663,0.0007261884334459621,0.0007269442649418409,0.7391943842867692,0.11842582287254885,0.1835443662451808,0.014529246264392904,0.00018202067711364504,0.00017891041990174318,1.5632668711914246,0.3724488896955129,0.4053694030722057,0.02940553634748075,0.001129311848690801,0.001129528634722637,0.7388939446929864,0.11910493162379432,0.18358502292057471,0.014526113089516646,0.0008754264955819631,0.0009214746867238087
SDSSXCS-1628,3.095385130578623,0.3366775865757491,0.6016568013145283,0.34785117257763587,0.011131775983727306,0.00492248905500629,1.2808895136870162,0.06863018870675955,0.07434220722720673,0.13072447433307907,0.0020452549692733597,0.000628905963648379,3.0982112752342044,0.33855199936989316,0.6010552576838176,0.34508416869815944,0.009277857858792229,0.009553489673872735,1.281412495446425,0.06967428874591251,0.07468955402424532,0.13036004634020454,0.002113022019658184,0.002108336361036602
SDSSXCS-7405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-7416,1.0128372887645802,0.19157145200240738,0.21059830527361081,0.0885197222221256,0.0015867203085922269,0.0015758973421615627,0.256632975400311,0.09293696480686699,0.08805981194988459,0.01891266453529092,0.0004081752977049048,0.00044276894088517827,1.018928148202635,0.2162903152441238,0.2361032083028416,0.08857031278178298,0.01031785265940673,0.009398246063938322,0.2568299342329848,0.09213181553296337,0.08912496720050928,0.018928126671444626,0.0022256999699550445,0.0023180781137798223
SDSSXCS-2588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-298,3.927059400927566,0.4021652630774626,0.4182752087461038,0.49578115739881307,0.0012597494429291407,0.0012702518484800003,1.6756769529177478,0.06767213620746126,0.07771208363484157,0.16737218092088033,0.00013389545916800785,0.0001413359089836719,3.9329392130600733,0.4118666570754888,0.41496189168489195,0.49581703448440556,0.007953826715104688,0.00791801901046836,1.6755922089343565,0.0677862892398097,0.07785451280572407,0.16733180419447263,0.003048390274342813,0.0031130661093089654
SDSSXCS-10897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-3746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-189,11.445463083603286,1.6888256826695265,1.7288088175870753,0.9269612096034022,0.00530903093986422,0.005146437708290782,2.3814352169217172,0.29373018177159127,0.3517049426193638,0.25445323088756217,0.0009111269711230861,0.0008731170506821877,11.461210729000632,1.7155884070042615,1.7568078872394628,0.9271091876153311,0.03289236611661016,0.03185686326497532,2.3788289150536253,0.2984850587934894,0.35707583265641973,0.2541695364512093,0.018435256818681214,0.019516927671389298
SDSSXCS-4245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-408,5.02730296325099,1.0717806035172377,0.20031960662896064,0.7288201915216138,0.00033281138998250004,0.05178066464836016,nan,nan,nan,nan,nan,nan,5.019415409950188,1.0244943178748758,0.24652921812458128,0.7313694003145577,0.010280946093779534,0.03713514169597485,nan,nan,nan,nan,nan,nan
SDSSXCS-10401,0.8500933908842876,0.1019534185353472,0.14488691966093362,0.10446790654337207,0.0007994371943502345,0.0007864011369598244,0.2973713937949179,0.04156784233876481,0.04453233633766719,0.026583201717487372,0.00016146609242563968,0.0001610349718541846,0.8518583673271223,0.1128133468483369,0.15400713892322113,0.10438156869267903,0.005421186887372599,0.0055933057048387115,0.2972325647027182,0.041864401171228485,0.044403725119279654,0.0265831443320414,0.0015993504137011233,0.0015785020108880568
SDSSXCS-58896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-7247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SDSSXCS-19467,5.895279985829662,2.6311748507832635,3.6915977171451844,0.2893898829768979,0.0051080832201199616,0.007356054432416485,nan,nan,nan,nan,nan,nan,5.904224239910503,2.6437170309781934,3.721212469993697,0.28961052675553567,0.017311282009399222,0.017427835124799496,nan,nan,nan,nan,nan,nan
