name,MEM_MATCH_ID,xapa_ra,xapa_dec,z,r2500,Tx,Tx-,Tx+,Lx52,Lx52-,Lx52+,Lx,Lx-,Lx+,richness,richness_err,XCS_NAME
SDSSXCS-158,158,10.332161,25.43834,0.13737793,3.0774393274076353,4.94758,0.4679033806872557,0.4724119293127442,0.1416933588,0.0036467621502032,0.0037833914323917,0.4780356818,0.0280138032494045,0.0293286891440895,80.44369499999999,3.9013407,XMMXCS J004119.7+252618.0
SDSSXCS-14684,14684,10.720056,0.71764375,0.27284983,1.244596713537677,2.74088,0.571167498512207,0.8878107084877929,0.06399413072,0.0057265177872473,0.0071090996254842,0.1670383734,0.0244305271040616,0.0257799045807919,26.776693,3.2612183,XMMXCS J004252.8+004303.5
SDSSXCS-15,15,11.62825,20.467691,0.103966124,3.0440982483485084,2.90099,0.1159213173078614,0.1171259136921385,0.1683515316,0.0020852370960904,0.0022571316505388,0.4486751891,0.0112012155177625,0.0103468787987965,123.355934,3.702013,XMMXCS J004630.7+202803.6
SDSSXCS-235,235,12.910586,27.333021,0.3815155,1.6439976137925008,7.67281,0.3134428206672366,0.3169101373327638,5.163758711,0.0605211397992428,0.0673123875081653,22.02933346,0.5195130895554705,0.5653793498433686,140.19743,6.9244647,XMMXCS J005138.5+271958.8
SDSSXCS-71,71,13.996563,26.330304,0.1961017,2.369554834887793,5.23267,0.0904018483222657,0.0912213386777347,1.279228215,0.0074648786645514,0.0082245343329063,4.442048092,0.0479398766105356,0.0450894055551973,112.92153,4.16637,XMMXCS J005559.1+261949.0
SDSSXCS-4502,4502,15.166059,0.43969936,0.4074184,1.078098017345918,3.73497,1.1581461817734375,1.9082647522265628,0.3851432267,0.040458539492128,0.0463558469908512,1.13767187,0.2517357926318084,0.2161394532731702,52.176224,4.569018,XMMXCS J010039.8+002622.9
SDSSXCS-5020,5020,16.061785,25.086602,0.16580287,2.285245682315983,3.79352,0.2431975757548827,0.2467916132451169,0.2899655936,0.005925718206459,0.0061911264281976,0.8624635937,0.0372208035165986,0.0355596192822472,30.468397,3.0966108,XMMXCS J010414.8+250511.7
SDSSXCS-94332,94332,16.073465,-6.746051,0.5656359,0.7223456731617167,3.18278,0.6869386233895263,0.928234105610474,0.141302656,0.0156089949459387,0.0187084285089277,0.3902992601,0.0624416960626009,0.0524433005505071,33.900764,13.575135,XMMXCS J010417.6-064445.7
SDSSXCS-2346,2346,16.448217,-0.34013597,0.30077308,0.729520027307842,1.269,0.1493848074057617,0.1738628035942382,0.03024709383,0.0044904688848531,0.0045247764516311,0.06144258374,0.0113444475233195,0.0110126262664672,59.87999,4.107582,XMMXCS J010547.5-002024.4
SDSSXCS-586,586,16.541518,0.85239023,0.26237586,1.2129441951549833,2.54167,0.2639070049996337,0.3463733940003664,0.2211151045,0.0092596549251459,0.0105291954887563,0.562254927,0.035115014170772,0.0362344722514013,78.23172,4.147247,XMMXCS J010609.9+005108.6
SDSSXCS-11331,11331,16.7056,1.0568871000000002,0.25354633,1.3656171400217005,2.96274,0.0290224734580077,0.0293450795419922,3.631483322,0.0170775306830144,0.0161086245864643,9.755187142,0.0595629028160917,0.0516716442225657,31.444715,3.0234592,XMMXCS J010649.3+010324.7
SDSSXCS-2638,2638,16.772444,-0.38743702,0.24423733,1.1815058220459234,2.1352,0.2420876376511229,0.2947333793488771,0.07181309695,0.0048025745950354,0.0057160754182482,0.172829716,0.0149904008964443,0.0162280752712605,44.457207,3.3527899,XMMXCS J010705.3-002314.7
SDSSXCS-1276,1276,17.532172,32.177158,0.3524729,1.363881081512956,4.80927,0.3501646970903316,0.3555899419096677,1.1185646,0.026857674191338,0.0293477333508394,3.720605881,0.1942388027878907,0.1539605470070282,70.69575999999999,4.4839983,XMMXCS J011007.7+321037.7
SDSSXCS-28849,28849,17.953107,-0.017865822,0.2743446,1.026919699756734,2.00126,0.2067956191905517,0.2115885298094482,0.1355433123,0.0075324485471229,0.0091039921899165,0.3198661394,0.0223702707925453,0.0239250591181711,22.96295,2.614236,XMMXCS J011148.7-000104.3
SDSSXCS-31144,31144,18.604062,0.49461554,0.34936443,1.005772378125392,2.58521,0.3062971109151613,0.3732037870848388,0.1366512574,0.0074147766997991,0.0072178657683379,0.3494800905,0.0266437658827548,0.027136238227748,28.66831,3.2433918,XMMXCS J011424.9+002940.6
SDSSXCS-45350,45350,19.101418,32.954938,0.49411222,0.6543476108784136,2.13531,0.3591267216160889,0.373918184383911,0.1813193742,0.0173285426331137,0.0243422717348046,0.4363766667,0.0543992962805037,0.0681909987183563,35.441520000000004,6.907605,XMMXCS J011624.3+325717.7
SDSSXCS-5938,5938,19.762071,3.3978842000000005,0.3900847,1.073158201493503,3.64877,0.4035659389178465,0.4521134370821533,0.2679522894,0.0103731051371189,0.0095739127940077,0.7834541933,0.0631183425831984,0.0468182360928653,42.67238,4.0047665,XMMXCS J011902.8+032352.3
SDSSXCS-179747,179747,21.392439000000003,-1.2801648,0.5424572,0.8582229159440289,3.84436,0.3025569251439211,0.3122438048560791,0.3127348139,0.0098719768108069,0.0104084316084309,0.9357488819,0.0417264324953701,0.0405784213367756,25.29696,9.305473,XMMXCS J012534.1-011648.5
SDSSXCS-2464,2464,22.362322,0.088641693,0.3753717,1.1097779608062865,3.28355,0.4895902460325927,0.6708753029674073,0.2822897969,0.0212754174341866,0.0183510798158209,0.7895794989,0.0741620497768973,0.0654685690660727,69.032974,4.659937,XMMXCS J012926.9+000519.1
SDSSXCS-6675,6675,24.352607,-8.457675199999999,0.56546277,1.297587660214006,8.91271,0.3976201428193366,0.4497014401806645,3.618101434,0.0398052861311959,0.0470344824987161,16.84355283,0.496204669564289,0.474437370742546,124.97296,28.071724,XMMXCS J013724.6-082727.6
SDSSXCS-2614,2614,24.367517000000007,-0.16235388,0.3592071,1.0214812097026973,2.96607,0.3787142637523195,0.4365261802476805,0.2726772641,0.0149640637070131,0.0143011864477482,0.7328033233,0.0622539812077506,0.05842961532596,55.25773,3.8917925,XMMXCS J013728.2-000944.4
SDSSXCS-6626,6626,26.605534,0.13819816,0.38533464,0.9080584104379619,2.41758,0.4964927722974854,0.8346891627025146,0.1176639627,0.0137458173107015,0.0198897469285978,0.2942979259,0.0405855812241401,0.0525887936649848,46.470863,4.3803377,XMMXCS J014625.3+000817.5
SDSSXCS-957,957,26.736514,-9.4946013,0.44171643,1.1641615760931294,5.16086,0.2275472656455077,0.2319287073544922,1.289172069,0.0231448842167012,0.0210857155885495,4.444424921,0.1135236153264971,0.1080457661626326,110.450226,8.728359,XMMXCS J014656.7-092940.5
SDSSXCS-7259,7259,27.348537,-0.34044995,0.3752009,1.30773651110692,4.76069,0.8347537872497557,1.0488298787502446,0.2421420264,0.0141128659278069,0.0140028466391725,0.801387625,0.0953882920010342,0.0820516470363018,39.209496,3.3648872,XMMXCS J014923.6-002025.6
SDSSXCS-158447,158447,27.796473,0.14996037,0.5451758,0.8893422526850729,4.50348,0.8806095005805665,1.8172388144194336,0.2001054341,0.0230741134045699,0.0221328224750017,0.6447063739,0.1301776692324072,0.1100279517497851,23.374834,7.2017655,XMMXCS J015111.1+000859.8
