name,MEM_MATCH_ID,xapa_ra,xapa_dec,z,r500,r500-,r500+,Tx_500,Tx_500-,Tx_500+,Lx52_500,Lx52_500-,Lx52_500+,Lx_500,Lx_500-,Lx_500+,r2500,r2500-,r2500+,Tx_2500,Tx_2500-,Tx_2500+,Lx52_2500,Lx52_2500-,Lx52_2500+,Lx_2500,Lx_2500-,Lx_2500+,richness,richness_err,XCS_NAME
SDSSXCS-120,120,37.927216,-4.8818112000000005,0.18926916,968.211980170912,17.04065663012614,17.04220605422619,4.63263,0.0912853209999999,0.0913059189999998,1.444473136,0.0073010947751339,0.0077522789604023,4.717345893,0.0580885175506402,0.0546560873825692,,,,,,,,,,,,,90.19162,3.762898,XMMXCS J023142.5-045254.5
SDSSXCS-572,572,42.013961,-3.5287329,0.18832776,866.2311344777487,13.68573873798968,13.694368637439467,3.80036,0.041168271,0.04134012,3.234210375,0.0124252416753289,0.0120203563922451,9.62751542,0.0561668993255857,0.0633397877973287,390.5211268624956,4.197198282622395,4.203837419045908,3.87832,0.0342194517139891,0.0344701302860106,2.78115756,0.0108320652861251,0.0100130148095143,8.354765738,0.0443318521016156,0.0412135450740471,80.27589,6.4063044,XMMXCS J024803.3-033143.4
SDSSXCS-226,226,42.04981400000001,-2.2736092,0.23501849,1284.2364199236422,31.175651380525256,31.12472303183483,7.91882,0.2516477679999997,0.2508989229999994,3.633080134,0.0262566346963115,0.0271431887132669,15.78043643,0.2984017845100926,0.2999715597826107,557.8186490288821,10.374723459282272,10.411607756194424,7.67082,0.1936784102060542,0.1948298157939456,2.880885706,0.0181277235754131,0.0183205993014605,12.28735627,0.1793548948147627,0.1720000661015408,97.19366,5.19954,XMMXCS J024811.9-021624.9
SDSSXCS-22,22,113.08444,31.630877,0.18051074,1144.6209295743572,19.80793769688233,19.821530719902647,6.17592,0.1081048789999998,0.1083297789999999,3.727061636,0.0182509946620506,0.0174653845360719,14.10646767,0.1515294704067322,0.1503405984705441,513.463727976114,6.3739978881936965,6.390479623291024,6.321,0.089828744182129,0.0903728418178708,3.004366533,0.0138277630448073,0.0135383995355229,11.51563129,0.1017065287957841,0.1002917932196201,120.09137,4.9689746,XMMXCS J073220.2+313751.1
SDSSXCS-103,103,117.70904,17.69577,0.18393488,872.8201335722857,22.494964065332148,22.60054861077001,3.91615,0.1455128870000002,0.146512232,0.4262668713,0.0042151627048817,0.0046623687970554,1.286168055,0.0275832783477694,0.02934280661035,381.6357351489569,7.518040456018725,7.573681425983751,3.73388,0.1118004820297851,0.1129119129702149,0.2350188342,0.002247221671685,0.0021066452753508,0.6941298931,0.0122017212256037,0.0129079276544581,112.26557,5.977766,XMMXCS J075050.1+174144.7
SDSSXCS-212,212,125.82697,15.96613,0.15643018,785.5180611401593,23.753018172121138,23.93473703540983,3.11784,0.1393817680000002,0.1408953609999996,0.506649642,0.0082574483520563,0.0081414179511583,1.388089545,0.0356228961477433,0.0373395293200198,340.31250344499483,8.494556443924743,8.578129438262572,2.94122,0.1105408670897216,0.1120497149102783,0.2938298756,0.00422363079224,0.0042223181526515,0.7871461611,0.017334587267282,0.0179971018141987,82.07597,3.8684688,XMMXCS J082318.4+155758.0
SDSSXCS-19922,19922,126.05448,30.076932,0.31855735,554.8287100545067,26.59076825562224,51.95494225695423,1.71434,0.137323354,0.2972838549999999,0.1655362068,0.0118257365866742,0.0185707778839405,0.3745787172,0.043250610068545,0.0540992744714202,258.66883993336296,16.788641435340764,31.443642027989963,2.07803,0.2317138914055176,0.4481389595944822,0.09468812374,0.0061095208661067,0.0070447603955712,0.2259791823,0.0192055954062825,0.0210908964280076,30.010748,3.8086228,XMMXCS J082413.0+300436.9
SDSSXCS-890,890,126.48946,4.2460138,0.23492122,960.1691652285194,27.203631012798333,27.23303541281049,4.7049,0.2083501700000001,0.2086411039999998,1.63800995,0.0220714940795478,0.0196387208333213,5.389822131,0.1423881831620184,0.1340736001755855,419.03228530948434,8.90916582187649,8.996110469579543,4.58641,0.1589456226237793,0.1607708833762204,1.266119857,0.0127045968275458,0.0154874540543374,4.114940424,0.0832456785975388,0.0809647357945921,61.588547,3.850318,XMMXCS J082557.4+041445.6
SDSSXCS-31,31,130.74006,36.365002,0.29645097,1424.4881101072942,56.89074889771781,56.38841298365239,9.86967,0.6209779040000001,0.6139101300000007,8.352195865,0.1062112296903361,0.1068633697704228,41.24438187,1.52065670825926,1.585770622730152,615.569459033632,20.584530358373804,20.660610648331577,9.67459,0.5036356997788083,0.5060046892211911,6.295422005,0.0723416147061799,0.0707027284573911,30.71892915,0.9112519222023644,1.055336821345808,139.98386000000002,4.858471,XMMXCS J084257.6+362154.0
SDSSXCS-325,325,132.61125,0.25174883,0.19828618,749.3541107674769,24.06019465489865,24.215602430227587,3.08254,0.1455553099999997,0.146854904,0.460604208,0.0068960979682005,0.0071590274409306,1.2563301,0.036059755394127,0.037048570499778,380.2719337228364,10.857753389183298,10.97415403198202,3.76631,0.1776683755777588,0.1798309514222413,0.2934840946,0.0048268133622615,0.0045057838035595,0.8701371229,0.023160299082597,0.024268078012645,68.40751999999999,3.2116315,XMMXCS J085026.7+001506.2
SDSSXCS-26424,26424,133.23206000000002,17.96369,0.20101751,533.609718958986,52.65474950900226,45.53162003413464,1.84514,0.2906640570000001,0.248263147,0.04721539964,0.002978352611751,0.0042939229833161,0.1089195325,0.0094760841174798,0.0119871794408153,269.0871503208928,14.41473601075828,16.453015576834343,2.00545,0.1786539712996826,0.2075617157003173,0.0264394926,0.0013583918726645,0.0012744562005439,0.06243214234,0.0040141640374916,0.0045457966955058,22.65785,2.525362,XMMXCS J085255.6+175749.2
SDSSXCS-5159,5159,134.16993,5.8953329000000005,0.100435905,866.1191069650715,32.58357501623249,36.59005366457322,3.57478,0.2149540450000002,0.2462202019999999,0.1709635674,0.0030965194035253,0.002620900814485,0.4954690971,0.0224843816898322,0.0203168731482076,301.7509055250672,8.69463790145838,8.699549594440615,2.27714,0.0921062531148679,0.0921889888851317,0.06979389635,0.0010504353150015,0.0010615675611106,0.1712993966,0.0038127577518032,0.0044709265854907,24.900331,1.8251007,XMMXCS J085640.7+055343.1
SDSSXCS-9803,9803,135.15352,20.894612,0.2528995,841.2646398166754,14.57041401095628,14.583114102765672,3.84995,0.0643489990000003,0.0645358619999996,4.561829134,0.0294459644372038,0.0250548996153545,13.65862865,0.1445133117703338,0.1413073323900686,388.9081550673484,4.590822565593859,4.614486077428325,4.09661,0.0553388022749024,0.0560173797250973,3.943236085,0.0252303825017454,0.0240203721491036,12.1481712,0.1063807397850595,0.1015178402806746,27.081793,2.5084076,XMMXCS J090036.8+205340.6
SDSSXCS-1884,1884,137.21898000000002,28.861933,0.25381398,850.9436080305214,50.11655335680113,57.53282375890711,3.74162,0.3875199080000002,0.4482120289999995,0.7755191374,0.0278134244631055,0.0253667138370176,2.292594311,0.1692273564554454,0.15031800956675,394.3791897459722,19.547082652042032,30.892210936452823,4.21497,0.3629046548469237,0.5790790901530762,0.4839208791,0.0152341908055623,0.0143211291140594,1.511052513,0.0721708763529613,0.0741670469205539,50.452415,3.209117,XMMXCS J090852.5+285142.9
SDSSXCS-5,5,137.30206,10.975335,0.17046206,1065.072857369404,23.39015204444297,21.615641108539403,5.53676,0.1634667309999997,0.1421997069999996,2.159335492,0.0127341556920255,0.0131326212001354,7.721541248,0.1162312304022057,0.1119799878975689,489.20513444622776,7.258747495267484,7.29429611115562,5.73067,0.1219559222807618,0.1228516807192381,1.540786836,0.0091826685655214,0.0083673171511364,5.606595112,0.0681298441563438,0.0626311674170416,174.70418,4.9478636,XMMXCS J090912.4+105831.2
SDSSXCS-13,13,139.46774,51.725738,0.22690289,1235.473859790749,24.55737559925621,24.55472195828013,7.34605,0.1611642580000003,0.1611196870000002,4.634804202,0.0230655341776175,0.0230106112071961,19.29669612,0.2240030702041195,0.2226655340204502,549.2468710446028,8.7331181977183,8.757135605146843,7.39954,0.1456802395097653,0.1464864284902347,3.500377488,0.0179699381006193,0.0173349120120174,14.63192439,0.1778210158808963,0.1471412697467897,153.60655,4.73977,XMMXCS J091752.2+514332.6
SDSSXCS-5225,5225,140.07752,37.10619000000001,0.23562108,681.1681896221627,13.92192007434546,13.926644587610818,2.61825,0.0381218310000002,0.0382008169999998,1.19748951,0.0074573330520035,0.0080356091887701,3.075932193,0.0292853738415472,0.0275649702404798,302.54157445295016,5.066947871721127,5.07321113423695,2.58337,0.0305437463216553,0.0307808946783447,1.02832151,0.0058027621576204,0.0061638554867387,2.629293051,0.0195612388940196,0.0197429080550524,37.25686,2.9538517,XMMXCS J092018.6+370622.2
SDSSXCS-21,21,140.08869,30.504042,0.30510542,1075.1998349442017,19.1658602589907,19.1776017254148,6.19249,0.1189637770000002,0.1191598819999999,2.595205529,0.0138373926420181,0.0136626626387115,9.836916337,0.1136552108216708,0.1010156864180196,,,,,,,,,,,,,128.64941000000002,5.6737556,XMMXCS J092021.2+303014.5
SDSSXCS-23,23,140.21912,30.46765,0.2942456,746.5318801986044,23.67923087454952,23.808209572547064,3.20416,0.15577488,0.1569138040000002,0.666195448,0.0111075367667864,0.0108665180866927,1.845075263,0.0481898631839101,0.0498315372761966,349.44550909230577,7.956807977719622,9.93736656532156,3.44323,0.1238788087115478,0.1625701682884521,0.4400164243,0.0064064033521267,0.0060364338473736,1.255136378,0.0327581069057756,0.0293813701050633,38.690826,5.167868,XMMXCS J092052.5+302803.5
SDSSXCS-617,617,143.03773,29.083735,0.29994437,828.8788525875161,54.469290567732926,74.29058701463056,4.02627,0.448491277,0.6187903859999997,0.479113649,0.0174952909614411,0.017586499472028,1.46416244,0.0951276145584587,0.0954943529139045,413.91510912723766,31.801109525957788,34.48415256371736,4.65615,0.6387739451967773,0.6932460968032226,0.1919835869,0.0085346971845615,0.0083955036579032,0.6285207165,0.0556806245535871,0.049233098471648,92.20528,5.938926,XMMXCS J093209.0+290501.4
SDSSXCS-6245,6245,145.93562,16.739341,0.18503435,673.8509527339834,47.230846688422005,48.14836467043006,2.37526,0.286340676,0.292376816,0.1301236279,0.0055895952396341,0.0067505841281602,0.3236258874,0.0237651171630364,0.0235544791612619,276.1211979225895,11.053960360532969,19.79965983797952,2.07894,0.1304145717033691,0.2560596322966306,0.07351242237,0.002899032148459,0.0030049098011652,0.1754650053,0.0084935565505346,0.0088126229867051,35.91442,3.2383535,XMMXCS J094344.5+164421.6
