ObsID
0652010401
0201900101
0650380101
0403760701
0693010301
0650380401
0084230201
0652460201
0203220101
0784450501
0762870601
0650380801
0747390138
0404410101
0747430131
0084230401
0762870401
0781200101
0762870301
0601740201
0605000301
0677660237
0742430101
0404967201
0404966801
0404967501
0404966301
0037982601
0655343836
0037981401
0677600131
0037981001
0677590135
0762870201
0084230501
0721890401
0673850201
0653040101
0553790701
0553790101
0742510401
0504102001
0762950301
0605000701
0761730501
0305480301
0651170301
0653450501
0402250701
0760740101
0673850901
0084230601
0149010201
0401170101
0742510701
0106460101
0046940401
0671540401
0203362101
0655380801
0742510101
0653450201
0084230701
0406630201
0605540301
0206180101
0827330401
0653450601
0721880101
0200530501
0690090301
0500760101
0653450701
0650382201
0693661701
0551280201
0601260201
0148740301
0112190201
0693010401
0106061201
0106061101
0404120101
0673851101
0722660101
0402250101
0504100601
0136000101
0650382501
0205910101
0056021001
0020540401
0093030101
0402250301
0105860101
0650384601
0109080301
0721890101
0112240301
0142860201
0084230901
0761590701
0762520101
0551830101
0145480101
0722140101
0720111201
0765031201
0112230201
0728170101
0601970101
0765010501
0761590601
0108670201
0693011001
0149880101
0653810601
0201902001
0761590301
0650382801
0112190401
0673850601
0670350501
0761590401
0605000501
0652400401
0652570401
0083151001
0500670401
0093030801
0093030201
0723161601
0692931301
0744390301
0404190201
0111270101
0401920101
0762470101
0149410401
0650384701
0650384401
0762871101
0551020901
0205330501
0693010201
0762950201
0202140301
0042341301
0693010801
0211280101
0677690139
0747190333
0677620137
0677681232
0677670139
0677690134
0677630135
0677640135
0677690132
0677620136
0747190835
0747190836
0677670135
0677650133
0677650131
0673110201
0604280101
0037982701
0112680301
0553910301
0037980301
0404965201
0780450901
0111110701
0037981801
0677600132
0780452101
0677590131
0677600133
0677580134
0655343832
0677600140
0677700140
0604873936
0677700139
0604873939
0604873933
0677800137
0604873935
0604873932
0505381401
0604873944
0677820141
0554561001
0505383101
0604873448
0677820140
0677820144
0677820137
0604873438
0505382501
0677820131
0505381001
0677720133
0677720134
0604873444
0505380401
0505383401
0604873443
0505381901
0505383501
0604010101
0677720136
0677830136
0505383601
0677830142
0677840137
0677761131
0677760134
0677730132
0677770135
0677760136
0677840134
0677750139
0042340201
0693010501
0084230301
0603890101
0781590501
0148170101
0404910601
0652010101
0652010201
0402250201
0401040101
0306490401
0652010301
0692932401
0201903001
0201903101
0675470301
0694500101
0201902901
0743850101
0692931901
0604740101
0202080201
0827060201
0675470501
0692930901
0675470601
0740900101
0503490201
0693010601
0744413501
0692932201
0723160901
0147890101
0827041601
0692934001
0112260801
0723160401
0112980501
0692930701
0692933601
0109890401
0723160501
0112260301
0692932601
0656201101
0672420301
0109880101
0201510101
0650381401
0720250101
0723161001
0692932501
0744412201
0201900901
0042341801
0201901001
0745120101
0042340801
0017540101
0692931801
0723161401
0692933001
0603050201
0692932801
0803550101
0692933101
0042340301
0692934301
0656201601
0650860101
0201901201
0112980201
0720250501
0827050701
0652950301
0656200301
0042341001
0673851601
0300211401
0723160701
0502430401
0656201401
0656202501
0656202101
0827341401
0692931401
0656201801
0205330101
0692932901
0723160301
0093200101
0203020101
0656201501
0502670501
0692933301
0112240101
0675470701
0149670101
0692931701
0675470401
0149670301
0656201701
0692933701
0692933801
0504630101
